Started At,Duration,Preset,Activity
12/21/2023 07:44:16,0:46:0,,Meditation
12/20/2023 06:54:21,0:47:24,,Meditation
12/19/2023 07:44:57,0:46:0,,Meditation
12/19/2023 07:27:53,0:13:4,,Meditation
12/18/2023 10:32:43,0:47:27,,Meditation
12/17/2023 11:05:45,0:47:0,,Meditation
12/16/2023 09:08:56,0:24:59,,Meditation
12/16/2023 08:43:19,0:25:27,,Meditation
12/15/2023 08:30:53,0:6:26,,Meditation
12/14/2023 07:55:44,0:35:20,,Meditation
12/13/2023 07:17:16,0:32:56,,Meditation
12/12/2023 06:59:39,0:46:0,,Meditation
12/11/2023 06:41:55,0:47:24,,Meditation
12/10/2023 23:56:33,0:0:14,,Meditation
12/09/2023 08:27:03,0:44:0,,Meditation
12/08/2023 08:57:05,0:45:25,,Meditation
12/07/2023 06:48:50,0:45:48,,Meditation
12/06/2023 11:07:40,0:43:31,,Meditation
12/05/2023 06:39:47,0:45:0,,Meditation
12/04/2023 06:49:43,0:46:25,,Meditation
12/03/2023 11:21:20,0:40:26,,Meditation
12/02/2023 09:05:14,0:45:0,,Meditation
12/01/2023 06:20:14,0:45:0,,Meditation
11/30/2023 06:39:31,0:47:18,,Meditation
11/29/2023 07:10:01,0:45:0,,Meditation
11/28/2023 06:30:20,0:45:0,,Meditation
11/27/2023 05:35:09,0:35:0,,Meditation
11/26/2023 11:31:57,0:25:35,,Meditation
11/25/2023 23:45:34,0:15:30,,Meditation
11/24/2023 10:35:13,0:35:38,,Meditation
11/23/2023 12:55:59,0:2:14,,Meditation
11/21/2023 21:24:46,0:34:1,,Meditation
11/21/2023 14:59:37,0:0:51,,Meditation
11/19/2023 20:05:28,0:45:0,,Meditation
11/19/2023 02:23:11,0:23:31,,Meditation
11/18/2023 11:48:12,0:29:22,,Meditation
11/17/2023 06:59:56,0:45:0,,Meditation
11/16/2023 06:53:02,0:44:5,,Meditation
11/15/2023 07:03:01,0:41:25,,Meditation
11/14/2023 08:01:06,0:41:11,,Meditation
11/13/2023 07:23:00,0:40:0,,Meditation
11/12/2023 22:47:00,0:29:14,,Meditation
11/12/2023 12:57:43,0:3:6,,Meditation
11/11/2023 03:55:11,0:26:9,,Meditation
11/11/2023 03:53:24,0:1:28,,Meditation
11/10/2023 07:01:36,0:39:48,,Meditation
11/09/2023 08:18:02,0:36:0,,Meditation
11/08/2023 06:58:05,0:19:19,,Meditation
11/07/2023 07:13:22,0:35:0,,Meditation
11/06/2023 23:56:23,0:35:0,,Meditation
11/05/2023 08:52:20,0:26:11,,Meditation
11/04/2023 15:15:55,0:6:11,,Meditation
11/03/2023 07:49:38,0:11:3,,Meditation
11/02/2023 07:12:26,0:36:29,,Meditation
11/01/2023 07:17:42,0:35:40,,Meditation
10/31/2023 07:06:52,0:38:22,,Meditation
10/30/2023 07:08:47,0:35:41,,Meditation
10/29/2023 05:22:45,0:21:48,,Meditation
10/28/2023 11:50:51,0:32:0,,Meditation
10/27/2023 06:50:35,0:35:17,,Meditation
10/26/2023 07:06:43,0:33:51,,Meditation
10/25/2023 02:11:00,0:1:0,,Meditation
10/24/2023 07:42:24,0:32:40,,Meditation
10/23/2023 07:06:08,0:32:0,,Meditation
10/22/2023 09:48:16,0:32:0,,Meditation
10/21/2023 23:55:22,0:0:24,,Meditation
10/20/2023 08:01:34,0:13:1,,Meditation
10/19/2023 06:57:58,0:32:0,,Meditation
10/18/2023 07:31:00,0:29:0,,Meditation
10/17/2023 07:05:11,0:33:53,,Meditation
10/16/2023 06:59:53,0:21:2,,Meditation
10/15/2023 23:53:51,0:0:52,,Meditation
10/14/2023 19:20:09,0:2:54,,Meditation
10/13/2023 10:10:46,0:18:4,,Meditation
10/12/2023 04:22:30,0:35:36,,Meditation
10/11/2023 06:53:12,0:14:18,,Meditation
10/10/2023 07:26:25,0:15:40,,Meditation
10/09/2023 08:17:57,0:46:0,,Meditation
10/08/2023 11:57:31,0:5:59,,Meditation
10/07/2023 23:37:34,0:5:6,,Meditation
10/06/2023 07:46:02,0:6:37,,Meditation
10/05/2023 07:20:55,0:20:18,,Meditation
10/04/2023 09:12:14,0:12:34,,Meditation
10/03/2023 07:05:04,0:18:29,,Meditation
10/02/2023 08:13:24,0:19:2,,Meditation
10/01/2023 23:59:09,0:2:33,,Meditation
09/30/2023 12:18:24,0:6:58,,Meditation
09/29/2023 07:10:20,0:19:45,,Meditation
09/28/2023 07:11:51,0:18:8,,Meditation
09/27/2023 07:05:56,0:20:42,,Meditation
09/26/2023 22:07:34,0:0:57,,Meditation
09/25/2023 09:37:01,0:13:32,,Meditation
09/24/2023 23:42:20,0:0:46,,Meditation
09/23/2023 07:46:27,0:14:48,,Meditation
09/22/2023 08:02:11,0:12:15,,Meditation
09/21/2023 16:18:22,0:8:0,,Meditation
09/20/2023 10:13:04,0:16:38,,Meditation
09/19/2023 22:54:26,0:23:37,,Meditation
09/18/2023 11:40:09,0:3:40,,Meditation
09/17/2023 10:06:21,0:47:7,,Meditation
09/16/2023 22:44:42,0:15:11,,Meditation
09/15/2023 06:55:36,0:21:25,,Meditation
09/14/2023 07:08:16,0:46:0,,Meditation
09/13/2023 07:14:16,0:40:56,,Meditation
09/12/2023 07:06:56,0:36:26,,Meditation
09/11/2023 07:21:33,0:29:26,,Meditation
09/11/2023 07:20:29,0:0:45,,Meditation
09/10/2023 13:22:55,0:10:42,,Meditation
09/09/2023 23:01:41,0:13:40,,Meditation
09/08/2023 07:14:04,0:15:30,,Meditation
09/07/2023 07:31:45,0:3:23,,Meditation
08/31/2023 18:03:15,0:23:7,,Meditation
08/25/2023 06:59:50,0:46:0,,Meditation
08/24/2023 07:11:53,0:45:4,,Meditation
08/23/2023 06:56:56,0:17:35,,Meditation
08/22/2023 10:06:34,0:46:0,,Meditation
08/21/2023 07:55:16,0:46:0,,Meditation
08/20/2023 21:09:49,0:1:13,,Meditation
08/19/2023 07:38:23,0:48:58,,Meditation
08/18/2023 07:49:03,0:46:0,,Meditation
08/17/2023 07:35:12,0:46:0,,Meditation
08/16/2023 07:12:55,0:47:24,,Meditation
08/15/2023 10:29:10,0:46:0,,Meditation
08/14/2023 18:34:45,0:46:0,,Meditation
08/13/2023 07:48:08,0:46:0,,Meditation
08/12/2023 06:28:02,0:3:59,,Meditation
08/12/2023 05:31:12,0:15:49,,Meditation
08/11/2023 06:28:46,0:46:31,,Meditation
08/10/2023 00:23:00,0:22:20,,Meditation
08/09/2023 07:35:20,0:46:31,,Meditation
08/08/2023 01:04:49,0:31:57,,Meditation
08/06/2023 22:49:27,0:41:37,,Meditation
08/06/2023 12:41:03,0:6:5,,Meditation
08/06/2023 12:36:19,0:1:32,,Meditation
08/04/2023 22:32:58,0:45:31,,Meditation
08/03/2023 22:36:53,0:45:31,,Meditation
08/02/2023 22:40:23,0:45:31,,Meditation
08/02/2023 00:07:12,0:34:11,,Meditation
08/01/2023 03:33:59,0:45:31,,Meditation
07/31/2023 01:03:40,0:45:31,,Meditation
07/30/2023 01:35:42,0:45:31,,Meditation
07/29/2023 01:06:46,0:34:59,,Meditation
07/28/2023 00:55:56,0:34:29,,Meditation
07/27/2023 22:28:59,0:4:30,,Meditation
07/26/2023 22:45:19,0:45:31,,Meditation
07/25/2023 21:14:00,0:50:20,,Meditation
07/24/2023 22:55:00,0:46:31,,Meditation
07/23/2023 22:36:31,0:46:53,,Meditation
07/23/2023 00:46:21,0:46:8,,Meditation
07/21/2023 23:26:45,0:45:31,,Meditation
07/21/2023 11:39:07,0:0:56,,Meditation
07/20/2023 22:29:06,0:45:31,,Meditation
07/20/2023 06:23:09,0:5:53,,Meditation
07/20/2023 05:43:04,0:36:47,,Meditation
07/19/2023 11:07:14,0:45:31,,Meditation
07/18/2023 23:34:17,0:14:46,,Meditation
07/18/2023 13:02:06,0:25:48,,Meditation
07/17/2023 10:08:56,0:45:31,,Meditation
07/16/2023 23:59:17,0:16:17,,Meditation
07/15/2023 09:01:09,0:47:18,,Meditation
07/14/2023 07:50:32,0:46:53,,Meditation
07/13/2023 14:36:29,0:42:8,,Meditation
07/13/2023 12:33:48,0:12:52,,Meditation
07/12/2023 07:54:51,0:48:0,,Meditation
07/11/2023 23:27:15,0:9:43,,Meditation
07/11/2023 07:22:55,0:49:1,,Meditation
07/11/2023 07:08:36,0:6:50,,Meditation
07/10/2023 06:53:06,0:45:31,,Meditation
07/09/2023 05:43:51,0:55:1,,Meditation
07/08/2023 09:44:45,0:19:8,,Meditation
07/08/2023 07:21:52,0:16:37,,Meditation
07/07/2023 10:03:59,0:17:1,,Meditation
07/07/2023 05:28:15,0:41:1,,Meditation
07/06/2023 11:30:14,0:4:56,,Meditation
07/05/2023 07:10:52,0:45:31,,Meditation
07/04/2023 09:35:59,0:45:31,,Meditation
07/03/2023 09:26:32,0:45:31,,Meditation
07/02/2023 23:40:38,0:7:24,,Meditation
07/02/2023 23:21:08,0:8:22,,Meditation
07/02/2023 06:19:16,0:45:9,,Meditation
07/01/2023 15:16:51,0:22:19,,Meditation
06/30/2023 08:35:39,0:45:31,,Meditation
06/29/2023 08:35:33,0:44:45,,Meditation
06/28/2023 08:59:24,0:48:41,,Meditation
06/27/2023 07:07:32,0:46:17,,Meditation
06/26/2023 08:38:25,0:47:38,,Meditation
06/25/2023 08:59:53,0:45:31,,Meditation
06/24/2023 09:59:05,0:45:31,,Meditation
06/23/2023 04:32:05,0:47:44,,Meditation
06/22/2023 12:07:22,0:40:7,,Meditation
06/21/2023 21:37:01,0:8:44,,Meditation
06/20/2023 08:17:00,0:45:30,,Meditation
06/19/2023 23:17:16,0:45:31,,Meditation
06/18/2023 21:15:38,0:45:31,,Meditation
06/18/2023 15:28:54,0:16:6,,Meditation
06/17/2023 15:28:00,0:15:0,,Meditation
06/16/2023 22:16:41,0:45:31,,Meditation
06/16/2023 11:37:40,0:16:37,,Meditation
06/15/2023 11:55:00,0:44:5,,Meditation
06/14/2023 21:30:55,0:45:31,,Meditation
06/13/2023 21:42:56,0:45:31,,Meditation
06/12/2023 20:23:56,0:45:31,,Meditation
06/12/2023 04:10:37,0:45:31,,Meditation
06/11/2023 11:33:50,0:9:35,,Meditation
06/10/2023 05:02:30,0:45:31,,Meditation
06/09/2023 06:37:39,0:44:35,,Meditation
06/08/2023 06:20:40,0:43:12,,Meditation
06/07/2023 09:18:24,0:41:31,,Meditation
06/06/2023 08:44:08,0:41:31,,Meditation
06/05/2023 03:22:13,0:41:31,,Meditation
06/04/2023 20:51:19,0:26:36,,Meditation
06/04/2023 08:35:49,0:31:0,,Meditation
06/03/2023 09:15:25,0:5:43,,Meditation
06/02/2023 07:51:24,0:40:11,,Meditation
06/01/2023 08:20:07,0:32:43,,Meditation
05/31/2023 08:08:54,0:41:31,,Meditation
05/30/2023 06:33:49,0:37:14,,Meditation
05/29/2023 18:38:46,0:30:48,,Meditation
05/28/2023 18:46:05,0:14:26,,Meditation
05/27/2023 17:37:16,0:7:59,,Meditation
05/26/2023 21:33:56,0:10:28,,Meditation
05/25/2023 07:08:34,0:47:19,,Meditation
05/24/2023 07:21:47,0:36:57,,Meditation
05/23/2023 06:51:41,0:42:29,,Meditation
05/22/2023 09:31:02,0:39:53,,Meditation
05/21/2023 06:58:43,0:42:49,,Meditation
05/20/2023 23:55:37,0:19:37,,Meditation
05/19/2023 06:31:30,0:41:31,,Meditation
05/18/2023 00:45:44,0:5:17,,Meditation
05/17/2023 10:15:56,0:39:41,,Meditation
05/16/2023 06:46:15,0:40:31,,Meditation
05/15/2023 20:05:58,0:10:31,,Meditation
05/14/2023 23:59:24,0:5:53,,Meditation
05/13/2023 06:31:47,0:45:21,,Meditation
05/12/2023 07:08:57,0:39:31,,Meditation
05/11/2023 03:35:06,0:47:28,,Meditation
05/10/2023 08:24:56,0:32:34,,Meditation
05/09/2023 09:27:03,0:39:31,,Meditation
05/08/2023 07:06:10,0:41:1,,Meditation
05/07/2023 07:34:15,0:22:49,,Meditation
05/06/2023 08:50:38,0:33:36,,Meditation
05/05/2023 03:31:05,0:39:31,,Meditation
05/04/2023 07:14:13,0:39:31,,Meditation
05/03/2023 06:52:14,0:39:31,,Meditation
05/02/2023 05:55:31,0:39:31,,Meditation
05/01/2023 06:44:49,0:39:31,,Meditation
04/30/2023 08:25:30,0:39:31,,Meditation
04/29/2023 11:56:03,0:39:31,,Meditation
04/28/2023 23:56:11,0:0:8,,Meditation
04/27/2023 10:08:00,0:39:31,,Meditation
04/26/2023 08:16:04,0:35:31,,Meditation
04/25/2023 08:10:33,0:39:31,,Meditation
04/24/2023 07:52:48,0:10:18,,Meditation
04/23/2023 08:26:33,0:21:10,,Meditation
04/22/2023 20:38:07,0:42:17,,Meditation
04/22/2023 05:48:16,0:19:13,,Meditation
04/21/2023 10:09:23,0:37:31,,Meditation
04/20/2023 07:09:55,0:37:31,,Meditation
04/19/2023 07:13:22,0:35:41,,Meditation
04/18/2023 10:21:35,0:27:0,,Meditation
04/17/2023 06:56:20,0:37:31,,Meditation
04/16/2023 08:33:57,0:37:31,,Meditation
04/15/2023 13:11:29,0:30:16,,Meditation
04/14/2023 07:50:52,0:35:25,,Meditation
04/13/2023 10:11:41,0:37:31,,Meditation
04/12/2023 23:54:12,0:3:41,,Meditation
04/11/2023 11:58:25,0:23:27,,Meditation
04/10/2023 04:32:13,0:40:10,,Meditation
04/09/2023 20:49:28,0:23:15,,Meditation
04/08/2023 07:54:55,0:37:31,,Meditation
04/07/2023 07:58:30,0:37:56,,Meditation
04/06/2023 07:58:26,0:36:31,,Meditation
04/05/2023 05:05:06,0:36:31,,Meditation
04/04/2023 08:43:57,0:36:31,,Meditation
04/03/2023 09:01:37,0:27:29,,Meditation
04/02/2023 16:09:35,0:13:23,,Meditation
04/01/2023 09:52:10,0:36:31,,Meditation
03/31/2023 08:25:30,0:38:15,,Meditation
03/30/2023 07:44:28,0:37:58,,Meditation
03/29/2023 09:41:25,0:38:7,,Meditation
03/28/2023 13:38:12,0:24:19,,Meditation
03/28/2023 00:13:15,0:1:1,,Meditation
03/26/2023 23:44:56,0:13:18,,Meditation
03/26/2023 08:42:21,0:3:53,,Meditation
03/25/2023 05:28:52,0:38:11,,Meditation
03/24/2023 07:12:07,0:31:39,,Meditation
03/23/2023 07:40:19,0:38:59,,Meditation
03/22/2023 07:29:23,0:20:32,,Meditation
03/21/2023 08:05:05,0:36:31,,Meditation
03/20/2023 07:26:00,0:23:32,,Meditation
03/19/2023 19:42:07,0:14:35,,Meditation
03/19/2023 10:04:56,0:7:21,,Meditation
03/18/2023 23:52:18,0:3:5,,Meditation
03/17/2023 11:40:34,0:12:53,,Meditation
03/16/2023 07:43:03,0:35:31,,Meditation
03/15/2023 08:56:14,0:35:31,,Meditation
03/14/2023 09:44:12,0:20:47,,Meditation
03/13/2023 08:02:42,0:25:41,,Meditation
03/12/2023 06:41:34,0:18:32,,Meditation
03/11/2023 06:37:49,0:9:36,,Meditation
03/11/2023 06:36:26,0:1:19,,Meditation
03/10/2023 06:25:58,0:19:0,,Meditation
03/09/2023 08:28:41,0:30:31,,Meditation
03/08/2023 10:11:33,0:2:31,,Meditation
03/07/2023 10:40:24,0:30:1,,Meditation
03/06/2023 07:28:59,0:19:12,,Meditation
03/05/2023 09:44:21,0:5:41,,Meditation
03/04/2023 08:51:16,0:10:39,,Meditation
03/03/2023 07:11:19,0:26:30,,Meditation
03/02/2023 08:37:36,0:25:1,,Meditation
03/01/2023 20:00:13,0:23:36,,Meditation
02/28/2023 10:52:37,0:23:1,,Meditation
02/27/2023 08:54:42,0:23:1,,Meditation
02/26/2023 11:14:58,0:23:39,,Meditation
02/25/2023 08:47:40,0:24:21,,Meditation
02/24/2023 12:14:26,0:15:14,,Meditation
02/23/2023 09:51:01,0:14:28,,Meditation
02/22/2023 11:27:33,0:24:29,,Meditation
02/21/2023 06:37:25,0:12:42,,Meditation
02/20/2023 12:58:11,0:1:44,,Meditation
02/19/2023 15:48:48,0:0:4,,Meditation
02/18/2023 08:39:50,0:1:27,,Meditation
02/17/2023 21:43:17,0:22:1,,Meditation
02/17/2023 08:43:25,0:0:22,,Meditation
02/16/2023 01:58:00,0:22:1,,Meditation
02/15/2023 08:09:46,0:22:1,,Meditation
02/14/2023 23:26:13,0:3:50,,Meditation
02/13/2023 10:18:27,0:22:58,,Meditation
02/12/2023 10:12:30,0:13:57,,Meditation
02/11/2023 23:58:39,0:13:24,,Meditation
02/10/2023 14:20:45,0:20:32,,Meditation
02/09/2023 02:04:44,0:16:41,,Meditation
02/08/2023 23:59:32,0:11:23,,Meditation
02/07/2023 08:04:58,0:21:42,,Meditation
02/02/2023 13:43:12,0:44:53,,Meditation
02/01/2023 23:43:39,0:5:1,,Meditation
01/31/2023 11:58:33,0:22:36,,Meditation
01/30/2023 10:35:57,0:43:29,,Meditation
01/26/2023 11:34:43,0:34:31,,Meditation
01/26/2023 11:34:24,0:0:14,,Meditation
01/25/2023 09:46:00,0:40:40,,Meditation
01/18/2023 12:20:06,0:28:9,,Meditation
01/16/2023 23:52:31,0:1:34,,Meditation
01/15/2023 08:41:06,0:45:1,,Meditation
01/15/2023 08:40:56,0:0:3,,Meditation
01/14/2023 23:59:19,0:26:46,,Meditation
01/13/2023 09:15:27,0:45:46,,Meditation
01/12/2023 01:43:25,0:18:31,,Meditation
01/11/2023 09:26:47,0:45:13,,Meditation
01/10/2023 18:33:44,0:33:28,,Meditation
01/09/2023 11:42:59,0:16:4,,Meditation
01/08/2023 10:16:16,0:45:1,,Meditation
01/07/2023 20:32:49,0:11:58,,Meditation
01/06/2023 09:39:17,0:33:29,,Meditation
01/05/2023 08:44:34,0:45:35,,Meditation
01/04/2023 12:15:44,0:15:45,,Meditation
01/03/2023 09:24:30,0:45:1,,Meditation
01/02/2023 17:35:00,0:33:58,,Meditation
01/01/2023 13:14:36,0:22:2,,Meditation
12/23/2022 22:10:48,0:16:45,,Meditation
12/20/2022 19:10:07,0:16:15,,Meditation
12/04/2022 19:37:54,0:15:1,,Meditation
12/03/2022 11:58:31,0:15:1,,Meditation
12/02/2022 22:48:24,0:15:1,,Meditation
12/01/2022 07:08:22,0:15:1,,Meditation
11/30/2022 10:04:28,0:15:1,,Meditation
11/29/2022 06:56:20,0:15:1,,Meditation
09/05/2022 08:56:55,0:24:3,,Meditation
08/05/2022 14:38:12,0:52:1,,Meditation
08/04/2022 18:09:29,0:8:10,,Meditation
08/03/2022 19:23:00,0:7:43,,Meditation
08/02/2022 10:42:44,0:5:27,,Meditation
08/01/2022 08:13:06,0:18:28,,Meditation
07/31/2022 06:11:39,0:52:1,,Meditation
07/30/2022 23:28:47,0:11:17,,Meditation
07/29/2022 11:51:58,0:52:1,,Meditation
07/28/2022 10:14:25,0:53:38,,Meditation
07/27/2022 11:32:35,0:54:23,,Meditation
07/26/2022 08:25:56,0:52:59,,Meditation
07/25/2022 05:12:38,0:52:24,,Meditation
07/24/2022 12:19:19,0:21:24,,Meditation
07/23/2022 07:05:28,0:52:1,,Meditation
07/22/2022 05:16:26,0:52:34,,Meditation
07/21/2022 19:09:47,0:10:44,,Meditation
07/20/2022 03:03:12,0:54:49,,Meditation
07/19/2022 08:41:19,0:55:40,,Meditation
07/18/2022 13:01:01,0:50:43,,Meditation
07/17/2022 11:16:35,0:52:55,,Meditation
07/16/2022 10:00:58,0:54:14,,Meditation
07/15/2022 13:09:07,0:49:24,,Meditation
07/14/2022 09:01:10,0:52:49,,Meditation
07/13/2022 07:02:41,0:52:55,,Meditation
07/12/2022 09:49:01,0:34:2,,Meditation
07/12/2022 02:12:25,0:52:1,,Meditation
07/11/2022 22:06:43,0:33:59,,Meditation
07/11/2022 15:43:14,0:17:58,,Meditation
07/10/2022 23:59:37,0:2:42,,Meditation
07/09/2022 09:49:35,0:15:48,,Meditation
07/08/2022 06:28:45,0:50:51,,Meditation
07/07/2022 21:50:26,0:50:28,,Meditation
07/07/2022 00:55:50,0:21:29,,Meditation
07/05/2022 21:25:21,0:19:13,,Meditation
07/02/2022 21:19:38,0:42:55,,Meditation
06/30/2022 16:29:51,0:7:32,,Meditation
06/30/2022 12:58:41,0:17:15,,Meditation
06/29/2022 09:57:41,0:49:37,,Meditation
06/29/2022 04:11:24,0:12:30,,Meditation
06/28/2022 19:10:18,0:52:18,,Meditation
06/27/2022 23:59:33,0:31:27,,Meditation
06/27/2022 11:14:38,0:15:41,,Meditation
06/26/2022 22:11:30,0:9:41,,Meditation
06/25/2022 12:04:46,0:52:51,,Meditation
06/24/2022 08:54:48,0:52:46,,Meditation
06/23/2022 11:45:18,0:37:9,,Meditation
06/22/2022 23:59:45,0:27:21,,Meditation
06/21/2022 21:43:49,0:52:37,,Meditation
06/20/2022 23:59:41,0:30:1,,Meditation
06/20/2022 12:20:51,0:24:52,,Meditation
06/19/2022 10:40:45,0:26:48,,Meditation
06/19/2022 09:01:09,0:13:48,,Meditation
06/18/2022 23:46:23,0:15:36,,Meditation
06/17/2022 06:32:21,0:52:1,,Meditation
06/16/2022 03:39:30,0:56:39,,Meditation
06/15/2022 08:05:05,0:52:39,,Meditation
06/14/2022 09:04:54,0:53:14,,Meditation
06/13/2022 05:44:55,0:50:6,,Meditation
06/12/2022 05:53:05,0:11:25,,Meditation
06/11/2022 23:27:16,0:32:44,,Meditation
06/10/2022 07:05:40,0:52:1,,Meditation
06/09/2022 23:59:18,0:24:46,,Meditation
06/09/2022 09:41:58,0:22:57,,Meditation
06/08/2022 06:44:02,0:46:42,,Meditation
06/07/2022 09:09:13,0:55:32,,Meditation
06/06/2022 19:25:58,0:45:38,,Meditation
06/05/2022 10:32:33,0:33:36,,Meditation
06/04/2022 17:32:50,0:43:37,,Meditation
06/04/2022 15:43:53,0:19:51,,Meditation
06/03/2022 05:00:06,0:52:1,,Meditation
06/02/2022 02:42:37,0:54:30,,Meditation
06/01/2022 03:47:38,0:52:54,,Meditation
05/31/2022 23:34:58,0:30:18,,Meditation
05/31/2022 01:58:35,0:27:50,,Meditation
05/30/2022 09:16:12,0:38:7,,Meditation
05/30/2022 00:41:51,0:13:16,,Meditation
05/28/2022 20:09:30,0:57:3,,Meditation
05/28/2022 01:57:45,0:48:34,,Meditation
05/28/2022 01:46:18,0:4:9,,Meditation
05/27/2022 02:37:03,0:38:57,,Meditation
05/26/2022 09:35:58,0:21:51,,Meditation
05/26/2022 01:14:41,0:16:59,,Meditation
05/24/2022 22:06:50,0:52:38,,Meditation
05/23/2022 20:15:36,0:52:1,,Meditation
05/22/2022 21:04:49,0:52:26,,Meditation
05/21/2022 22:48:55,0:47:2,,Meditation
05/21/2022 00:02:24,0:17:49,,Meditation
05/20/2022 20:07:09,0:45:13,,Meditation
05/20/2022 10:31:12,0:8:17,,Meditation
05/19/2022 06:42:18,0:47:57,,Meditation
05/18/2022 23:42:35,0:19:34,,Meditation
05/18/2022 09:17:14,0:22:8,,Meditation
05/17/2022 11:55:50,0:52:1,,Meditation
05/16/2022 04:59:30,0:50:26,,Meditation
05/15/2022 09:41:27,0:52:38,,Meditation
05/14/2022 10:23:08,0:50:42,,Meditation
05/13/2022 07:15:26,0:42:4,,Meditation
05/12/2022 11:23:40,0:2:1,,Meditation
05/12/2022 07:56:02,0:53:24,,Meditation
05/11/2022 13:08:38,0:2:10,,Meditation
05/11/2022 09:38:14,0:42:56,,Meditation
05/11/2022 07:22:36,0:23:7,,Meditation
05/10/2022 06:37:45,0:42:46,,Meditation
05/09/2022 08:16:40,0:43:11,,Meditation
05/08/2022 14:49:38,0:42:40,,Meditation
05/08/2022 07:31:53,0:14:13,,Meditation
05/08/2022 04:15:00,0:14:13,,Meditation
05/08/2022 03:30:53,0:9:34,,Meditation
05/07/2022 19:24:19,0:0:4,,Meditation
05/07/2022 19:07:44,0:0:48,,Meditation
05/06/2022 13:12:04,0:10:0,,Meditation
05/05/2022 20:54:24,0:12:2,,Meditation
05/05/2022 12:18:24,0:12:2,,Meditation
05/04/2022 16:11:11,0:42:0,,Meditation
05/03/2022 09:15:37,0:42:0,,Meditation
05/02/2022 06:44:39,0:42:20,,Meditation
05/01/2022 08:20:14,0:31:36,,Meditation
04/30/2022 08:00:25,0:51:23,,Meditation
04/29/2022 08:59:59,0:51:49,,Meditation
04/28/2022 21:33:43,0:15:42,,Meditation
04/28/2022 12:22:20,0:15:50,,Meditation
04/27/2022 07:00:14,0:42:0,,Meditation
04/26/2022 08:27:08,0:42:0,,Meditation
04/25/2022 00:53:38,0:15:19,,Meditation
04/24/2022 11:41:03,0:47:14,,Meditation
04/23/2022 20:41:03,0:39:48,,Meditation
04/22/2022 22:33:51,0:3:59,,Meditation
04/21/2022 06:56:41,0:18:0,,Meditation
04/20/2022 16:44:11,0:11:42,,Meditation
04/19/2022 23:02:54,0:0:1,,Meditation
04/17/2022 08:36:36,0:28:4,,Meditation
04/16/2022 22:09:50,0:6:55,,Meditation
04/15/2022 06:21:32,0:8:47,,Meditation
04/14/2022 23:48:18,0:1:49,,Meditation
04/13/2022 09:44:48,0:21:18,,Meditation
04/12/2022 07:19:24,0:11:28,,Meditation
04/10/2022 22:51:02,0:7:39,,Meditation
04/06/2022 22:27:03,0:16:31,,Meditation
04/05/2022 22:09:06,0:30:30,,Meditation
04/04/2022 22:43:33,0:21:6,,Meditation
04/03/2022 23:03:20,0:13:7,,Meditation
04/02/2022 22:30:37,0:18:43,,Meditation
04/01/2022 22:51:42,0:25:39,,Meditation
03/31/2022 21:15:30,0:26:50,,Meditation
03/30/2022 21:54:22,0:15:58,,Meditation
03/27/2022 15:56:44,0:9:50,,Meditation
03/26/2022 03:28:53,0:13:18,,Meditation
03/25/2022 23:50:19,0:28:10,,Meditation
03/25/2022 20:48:11,0:13:55,,Meditation
03/24/2022 20:43:20,0:19:22,,Meditation
03/23/2022 07:21:23,1:3:0,,Meditation
03/22/2022 09:02:36,1:1:50,,Meditation
03/21/2022 09:51:00,1:3:0,,Meditation
03/20/2022 20:33:54,0:57:32,,Meditation
03/19/2022 08:50:44,0:52:27,,Meditation
03/18/2022 09:02:03,1:3:0,,Meditation
03/17/2022 23:59:43,0:18:16,,Meditation
03/16/2022 08:41:29,1:3:58,,Meditation
03/15/2022 07:55:46,1:3:0,,Meditation
03/15/2022 02:21:12,0:18:27,,Meditation
03/14/2022 10:08:49,0:34:47,,Meditation
03/13/2022 22:34:30,1:3:0,,Meditation
03/12/2022 05:42:06,0:43:50,,Meditation
03/11/2022 06:23:59,0:58:26,,Meditation
03/10/2022 14:10:44,0:2:0,,Meditation
03/10/2022 08:49:51,1:1:1,,Meditation
03/09/2022 01:23:55,0:34:2,,Meditation
03/08/2022 08:23:19,0:47:12,,Meditation
03/07/2022 23:59:20,0:30:20,,Meditation
03/06/2022 08:55:16,1:4:53,,Meditation
03/05/2022 07:46:18,1:1:1,,Meditation
03/04/2022 22:41:36,0:43:40,,Meditation
03/03/2022 21:48:45,0:30:28,,Meditation
03/03/2022 09:29:39,0:27:23,,Meditation
03/02/2022 23:38:59,0:5:42,,Meditation
03/01/2022 11:51:00,0:13:5,,Meditation
02/28/2022 18:16:23,1:1:1,,Meditation
02/27/2022 19:43:00,0:12:0,,Meditation
02/26/2022 08:16:23,1:1:1,,Meditation
02/25/2022 08:39:34,1:1:1,,Meditation
02/24/2022 08:04:29,1:1:1,,Meditation
02/23/2022 07:56:00,1:12:5,,Meditation
02/22/2022 04:46:15,1:1:1,,Meditation
02/21/2022 21:04:08,0:38:13,,Meditation
02/20/2022 10:12:00,0:50:5,,Meditation
02/20/2022 09:48:46,0:13:18,,Meditation
02/19/2022 08:28:02,1:1:1,,Meditation
02/18/2022 07:13:20,1:1:1,,Meditation
02/17/2022 14:00:00,0:22:0,,Meditation
02/17/2022 05:36:14,1:1:1,,Meditation
02/16/2022 06:47:29,0:49:36,,Meditation
